SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
L&TFINANCE, Y3, 03-Jul-2020,1015,1020,1044.99,1020,1025,1025,1027.69,65,0.67,8,60,92.31
L&TFINANCE, Y5, 03-Jul-2020,1080,1080,1080,1080,1080,1080,1080,800,8.64,6,800,100
L&TFINANCE, Y6, 03-Jul-2020,1025,1030,1035,1030,1035,1035,1030.24,105,1.08,3,105,100
L&TFINANCE, Y7, 03-Jul-2020,1045,1045,1045,1045,1045,1045,1045,5,0.05,1,5,100
L&TFINANCE, Y9, 03-Jul-2020,1102,1110,1110,1100,1105,1104.09,1105,145,1.6,9,135,93.1
L&TINFRA, N1, 03-Jul-2020,1038,1049.9,1049.9,1049.9,1049.9,1049.9,1049.9,2,0.02,1,2,100
L&TINFRA, N2, 03-Jul-2020,2038,2025,2025,2025,2025,2025,2025,10,0.2,2,10,100
L&TINFRA, N3, 03-Jul-2020,1037,1030.01,1030.01,1030.01,1030.01,1030.01,1030.01,9,0.09,1,9,100
L&TINFRA, N4, 03-Jul-2020,1982.5,1983.5,1984.5,1983,1983,1983,1983.46,60,1.19,5,60,100
L&TINFRA, N5, 03-Jul-2020,1023.15,1023,1023,1023,1023,1023,1023,44,0.45,3,44,100
L&TINFRA, N6, 03-Jul-2020,2090.05,2091.1,2097,2091.1,2092,2092,2094.18,120,2.51,5,80,66.67
LAGNAM, SM, 03-Jul-2020,9.2,8.95,9.65,8.95,9.65,9.65,8.97,138000,12.38,3,138000,100
LAKSHVILAS, EQ, 03-Jul-2020,21.1,22.15,22.15,21.35,22.15,22.15,22.03,3016106,664.48,3474,1455454,48.26
LALPATHLAB, EQ, 03-Jul-2020,1570.9,1579,1626,1573.1,1611.95,1617.75,1612.78,127125,2050.24,12469,59775,47.02
LAMBODHARA, EQ, 03-Jul-2020,27.75,28.3,28.4,27.1,28.4,28,27.86,13413,3.74,242,10741,80.08
LAOPALA, EQ, 03-Jul-2020,188.4,189.75,193.35,186.05,190.95,191,190.53,83117,158.36,1572,58956,70.93
LASA, BE, 03-Jul-2020,45.45,45.45,47,43.3,44.15,44.6,44.7,25948,11.6,154, -, -
LAURUSLABS, EQ, 03-Jul-2020,525.3,527.5,533,521.55,530,530.05,529.11,717593,3796.87,14333,361364,50.36
LAXMIMACH, EQ, 03-Jul-2020,2829.5,2805.95,2860.95,2805.95,2835,2845.6,2845.43,2215,63.03,595,1460,65.91
LEMONTREE, EQ, 03-Jul-2020,23.5,23.9,24.2,23.3,23.7,23.65,23.74,1472483,349.54,3640,786863,53.44
LEXUS, SM, 03-Jul-2020,10.35,10.85,10.85,10.85,10.85,10.85,10.85,2000,0.22,2,2000,100
LFIC, EQ, 03-Jul-2020,49.95,56.1,59.9,56.1,59.9,59.9,59.24,16852,9.98,138,10967,65.08
LGBBROSLTD, EQ, 03-Jul-2020,233.9,234,244.9,233,239,239.25,241.72,35397,85.56,1798,19143,54.08
LGBFORGE, BE, 03-Jul-2020,2.85,2.8,2.9,2.75,2.75,2.75,2.83,29358,0.83,78, -, -
LIBAS, EQ, 03-Jul-2020,50,51,51,49.35,49.95,50.1,50.05,5780,2.89,75,5304,91.76
LIBERTSHOE, EQ, 03-Jul-2020,128.8,128.75,152.7,126.5,147.5,147.1,141.18,2708806,3824.4,29250,630893,23.29
LICHSGFIN, EQ, 03-Jul-2020,282.25,283.25,284,271.6,274.4,274.35,275.55,4688154,12918.23,45236,1158299,24.71
LICNETFGSC, EQ, 03-Jul-2020,21.11,20.9,21.48,20.21,21.28,21.28,20.89,28463,5.95,101,24397,85.71
LICNETFN50, EQ, 03-Jul-2020,109.73,108,109.89,108,109,109,108.76,107,0.12,10,88,82.24
LICNETFSEN, EQ, 03-Jul-2020,391.5,395,395,391.5,391.5,391.5,394.15,30,0.12,5,30,100
LICNFNHGP, EQ, 03-Jul-2020,114.32,114,115.97,109.32,110.1,110.53,112,441,0.49,54,336,76.19
LINCOLN, EQ, 03-Jul-2020,161.4,162.9,164,160.2,162,161.35,161.81,28138,45.53,1213,14885,52.9
LINCPEN, EQ, 03-Jul-2020,175.7,175.5,179.35,165,170.75,170.75,170.6,7452,12.71,416,4170,55.96
LINDEINDIA, EQ, 03-Jul-2020,625.45,628.6,642.3,615,622,621.2,632.3,55615,351.65,2286,20953,37.68
LIQUIDBEES, EQ, 03-Jul-2020,1000,1000,1003.7,999.95,1000.01,1000,1000.01,1077648,10776.55,5134,950150,88.17
LIQUIDETF, EQ, 03-Jul-2020,999.99,1000.04,1000.04,999.99,999.99,1000,1000,26770,267.7,333,12671,47.33
LOKESHMACH, EQ, 03-Jul-2020,23.85,24.35,28.25,23,27.3,27.55,26.69,996592,265.95,3669,324961,32.61
LOTUSEYE, EQ, 03-Jul-2020,32.6,32.1,32.5,31.25,32,31.95,31.98,13869,4.44,63,13560,97.77
LOVABLE, EQ, 03-Jul-2020,53.35,53.35,55.55,53.35,53.8,54.05,54.53,60238,32.85,1106,33802,56.11
LPDC, BE, 03-Jul-2020,1.6,1.65,1.65,1.55,1.6,1.6,1.6,12528,0.2,21, -, -
LSIL, BE, 03-Jul-2020,1.4,1.35,1.35,1.35,1.35,1.35,1.35,1071525,14.47,606, -, -
LT, EQ, 03-Jul-2020,941.3,948,955.4,941.6,942,944.25,948.88,3928373,37275.51,134693,1081498,27.53
LTI, EQ, 03-Jul-2020,1962.75,1961.05,1998.75,1957.05,1976.9,1978.25,1973.17,203541,4016.2,5875,167989,82.53
LTMFEOF2R, MF, 03-Jul-2020,8.25,8.34,8.34,8.34,8.34,8.34,8.34,1000,0.08,1,1000,100
LTMFEOFR, MF, 03-Jul-2020,7.85,7.85,7.95,7.85,7.95,7.95,7.88,2000,0.16,2,2000,100
LTTS, EQ, 03-Jul-2020,1297.7,1304,1306,1290.1,1294,1295.1,1297.48,64345,834.86,2811,46317,71.98
LUMAXIND, EQ, 03-Jul-2020,1163.85,1190,1290,1175.1,1258,1259.8,1242.07,34599,429.74,3955,9034,26.11
LUMAXTECH, EQ, 03-Jul-2020,90.1,90.95,103.35,90.7,95.2,95.55,97.91,1293441,1266.41,14575,312543,24.16
LUPIN, EQ, 03-Jul-2020,895,898.8,904.2,890,899.05,900.05,897.71,2103099,18879.63,35077,501528,23.85
LUXIND, EQ, 03-Jul-2020,1142.1,1146.8,1161,1133.65,1140.3,1146.7,1144.92,35708,408.83,3000,8252,23.11
LYKALABS, BE, 03-Jul-2020,21.1,22,22,20.05,20.5,20.5,20.85,17592,3.67,99, -, -
LYPSAGEMS, EQ, 03-Jul-2020,3.7,3.85,3.85,3.55,3.65,3.65,3.61,41907,1.51,94,34194,81.59
M&M, EQ, 03-Jul-2020,529.7,531.4,535.5,524.2,532.3,530.5,529.59,7982336,42273.26,116954,2609627,32.69
M&MFIN, EQ, 03-Jul-2020,184.9,187.25,187.5,180.35,182.05,182.75,183.81,11868390,21815.11,63427,2057392,17.34
M&MFIN, N2, 03-Jul-2020,1065.44,1075,1075,1066,1066,1066,1068.89,458,4.9,6,458,100
M100, EQ, 03-Jul-2020,15.62,15.89,15.9,15.41,15.69,15.59,15.67,150989,23.67,434,79951,52.95
M14RG, MF, 03-Jul-2020,4.56,5.01,5.01,5.01,5.01,5.01,5.01,1000,0.05,1,1000,100
M15RD, MF, 03-Jul-2020,4.47,4.91,4.91,4.91,4.91,4.91,4.91,2685,0.13,1,2685,100
M17RD, MF, 03-Jul-2020,3.86,4,4,4,4,4,4,127,0.01,1,127,100
M50, EQ, 03-Jul-2020,103.98,104,104,103.1,103.15,103.41,103.47,686,0.71,27,659,96.06
MAANALU, EQ, 03-Jul-2020,63.35,64.85,64.9,58,58.65,59,61.67,87036,53.68,1476,43129,49.55
MACPOWER, SM, 03-Jul-2020,69.25,65.8,65.8,65.8,65.8,65.8,65.8,510,0.34,1,510,100
MADHAV, EQ, 03-Jul-2020,23.8,24.75,24.75,22.05,23.6,23.7,23.33,3532,0.82,63,1856,52.55
MADRASFERT, EQ, 03-Jul-2020,19.35,19.35,19.45,18.8,19,19.05,19.08,156697,29.89,544,102298,65.28
MAGADSUGAR, EQ, 03-Jul-2020,132.2,131.1,135,131.1,132,132.75,132.32,57478,76.06,375,50283,87.48
MAGMA, EQ, 03-Jul-2020,24.5,23.3,23.3,23.3,23.3,23.3,23.3,272512,63.5,724,272512,100
MAGNUM, BE, 03-Jul-2020,4.9,5.1,5.1,4.7,5.1,5.1,5.05,224005,11.31,96, -, -
MAHABANK, EQ, 03-Jul-2020,11.1,11.25,11.25,10.9,10.9,10.9,11.01,1989712,219,2975,1136880,57.14
MAHAPEXLTD, BE, 03-Jul-2020,73.7,75,75,75,75,75,75,80,0.06,3, -, -
MAHASTEEL, EQ, 03-Jul-2020,79,81,81,76.55,77.15,77.75,77.9,6198,4.83,209,3640,58.73
MAHEPC, EQ, 03-Jul-2020,141.6,142.45,146.25,140,144.5,144.1,144.08,114792,165.39,2601,52130,45.41
MAHESHWARI, EQ, 03-Jul-2020,171.15,166.35,171.15,166.35,169,169.2,169.28,24634,41.7,484,7500,30.45
MAHICKRA, SM, 03-Jul-2020,72,73.45,73.45,72,73.45,72.7,72.73,6000,4.36,3,6000,100
MAHINDCIE, EQ, 03-Jul-2020,116.5,118,118.5,116,116.7,116.65,117.23,34511,40.46,963,23993,69.52
MAHLIFE, EQ, 03-Jul-2020,213.7,214.8,215.05,210.35,213,213.25,212.8,24239,51.58,1353,14746,60.84
MAHLOG, EQ, 03-Jul-2020,279.7,278,282,278,280.05,280.35,280.14,179561,503.02,2941,125246,69.75
MAHSCOOTER, EQ, 03-Jul-2020,2521.05,2532.95,2549,2512,2548,2545.75,2535.61,11993,304.1,1500,5560,46.36
MAHSEAMLES, EQ, 03-Jul-2020,227.1,223.95,226.9,219.05,225,225,222.89,106127,236.54,2304,54339,51.2
MAITHANALL, EQ, 03-Jul-2020,468.4,468.4,479.9,462.2,478,472.9,470.52,25171,118.43,1372,11243,44.67
MAJESCO, EQ, 03-Jul-2020,371.55,375.75,380,371,371.05,372.1,373.35,4081,15.24,461,2531,62.02
MALUPAPER, EQ, 03-Jul-2020,31.15,30.9,31.3,30.15,30.15,30.3,30.66,50593,15.51,378,28776,56.88
MAN50ETF, EQ, 03-Jul-2020,107.05,107.05,107.7,107,107.2,107.2,107.45,1731,1.86,38,1505,86.94
MANAKALUCO, EQ, 03-Jul-2020,8.9,8.9,9.15,8.5,8.9,8.8,8.67,52696,4.57,203,29893,56.73
MANAKCOAT, EQ, 03-Jul-2020,6,5.7,6.2,5.7,5.9,5.75,5.8,9086,0.53,58,8559,94.2
MANAKSIA, EQ, 03-Jul-2020,35,34.6,36.9,34.6,35.5,35.45,35.21,21856,7.7,248,13927,63.72
MANAKSTEEL, EQ, 03-Jul-2020,10.55,10.25,10.8,10.1,10.15,10.15,10.24,34381,3.52,136,18104,52.66
MANALIPETC, EQ, 03-Jul-2020,18.9,19.35,19.45,18.85,19.2,19.1,19.13,278896,53.35,917,146228,52.43
MANAPPURAM, EQ, 03-Jul-2020,159.55,160.5,163.4,159,161,161.3,161.38,7342400,11849.05,36882,1161064,15.81
MANGALAM, BE, 03-Jul-2020,73.4,73.95,74.45,70.75,70.75,71.4,71.98,38249,27.53,319, -, -
MANGCHEFER, EQ, 03-Jul-2020,35.75,35.75,35.95,34.5,34.85,34.7,35.05,387658,135.88,3502,291361,75.16
MANGLMCEM, EQ, 03-Jul-2020,190.5,191.9,196,188.6,194.9,195,193.65,118068,228.64,1633,61584,52.16
MANGTIMBER, EQ, 03-Jul-2020,8.35,8.4,8.4,7.95,8.05,8.25,8.12,4578,0.37,36,3548,77.5
MANINDS, EQ, 03-Jul-2020,46.15,46.8,49.5,45.9,48,48.1,48.01,276855,132.92,2765,120248,43.43
MANINFRA, EQ, 03-Jul-2020,18.8,19,19.1,18.15,18.5,18.45,18.7,192025,35.92,746,127358,66.32
MANUGRAPH, BE, 03-Jul-2020,10.95,10.5,10.5,10.45,10.45,10.45,10.48,2485,0.26,17, -, -
MANXT50, EQ, 03-Jul-2020,260.6,261.3,262.2,261.3,261.8,261.8,261.8,793,2.08,11,768,96.85
MARALOVER, EQ, 03-Jul-2020,13.6,13.95,13.95,13.05,13.25,13.25,13.37,6464,0.86,51,5491,84.95
MARATHON, EQ, 03-Jul-2020,50.8,52.7,52.7,49.55,50.6,50.55,50.65,6011,3.04,218,4162,69.24
MARICO, EQ, 03-Jul-2020,357.65,355.1,359.85,354.3,356.7,358.5,356.83,2319392,8276.26,23627,891753,38.45
MARINE, SM, 03-Jul-2020,91.8,91.85,91.9,90,91.9,91.9,91.19,8000,7.3,4,2000,25
MARKSANS, EQ, 03-Jul-2020,35.4,35.6,35.65,33.75,34,34.05,34.37,2032960,698.79,5612,1147874,56.46
MARSHALL, SM, 03-Jul-2020,5.6,5.35,5.35,5.35,5.35,5.35,5.35,39000,2.09,12,39000,100
MARUTI, EQ, 03-Jul-2020,5948.45,5948.45,5988.6,5883.05,5916,5932.1,5935.57,1059779,62903.95,87711,85535,8.07
MASFIN, EQ, 03-Jul-2020,620.65,625,639.5,615.05,630.2,635.85,629.18,21366,134.43,1092,12157,56.9
MASKINVEST, BE, 03-Jul-2020,36.45,38.25,38.25,38.25,38.25,38.25,38.25,372,0.14,9, -, -
MASTEK, EQ, 03-Jul-2020,394.1,393,406.5,390,393.8,394.95,399.09,122978,490.79,4354,37837,30.77
MATRIMONY, EQ, 03-Jul-2020,390.05,380,397.05,365.6,383.9,378.9,383.35,2636,10.11,316,1890,71.7
MAWANASUG, BE, 03-Jul-2020,29.65,28.65,30.75,28.65,29.85,29.75,29.29,24836,7.27,110, -, -
MAXVIL, EQ, 03-Jul-2020,34.8,34.85,35.7,33.75,34.6,35.05,34.84,51151,17.82,438,38341,74.96
MAYURUNIQ, EQ, 03-Jul-2020,222.75,223,230,220.05,222.95,222.8,223.46,115696,258.54,2284,75738,65.46
MAZDA, EQ, 03-Jul-2020,301.75,299.95,311.9,299.95,305,305.95,308.62,14404,44.45,598,9261,64.29
MBAPL, BE, 03-Jul-2020,65,61.75,65,61.75,65,64.65,64.08,126,0.08,7, -, -
MBECL, BE, 03-Jul-2020,6.05,5.85,6.3,5.75,5.75,5.75,5.79,38353,2.22,60, -, -
MBLINFRA, BE, 03-Jul-2020,5.95,6.15,6.2,5.95,6.15,6.15,6.16,59951,3.69,78, -, -
MCDHOLDING, EQ, 03-Jul-2020,25.65,26.4,26.4,25,25.8,25.6,25.6,16775,4.29,147,13260,79.05
MCDOWELL-N, EQ, 03-Jul-2020,594.65,595.5,599.9,587,588.45,588.55,591.27,3086022,18246.73,37881,1163954,37.72
MCL, SM, 03-Jul-2020,70.9,70.5,78.35,70.5,76.5,75.5,74.66,25200,18.81,20,19200,76.19
MCLEODRUSS, BE, 03-Jul-2020,7.7,8.05,8.05,8,8.05,8.05,8.05,1377419,110.87,886, -, -
MCX, EQ, 03-Jul-2020,1277.95,1283.9,1306,1271.1,1280.25,1286.4,1295.28,370793,4802.8,11872,52498,14.16
MEGASOFT, EQ, 03-Jul-2020,7.15,6.8,6.8,6.8,6.8,6.8,6.8,47799,3.25,91,47774,99.95
MEGH, EQ, 03-Jul-2020,52.75,53.05,54.5,52.3,52.8,53.15,53.42,2274961,1215.39,9122,622689,27.37
MELSTAR, BZ, 03-Jul-2020,3,2.85,3,2.85,2.95,2.95,2.89,8980,0.26,13, -, -
MENONBE, EQ, 03-Jul-2020,42.05,42.05,43,40.1,40.4,40.45,41.01,74213,30.44,1268,43392,58.47
MEP, BE, 03-Jul-2020,19,19.4,19.95,18.75,19.5,19.95,19.87,227255,45.15,321, -, -
MERCATOR, BE, 03-Jul-2020,1.6,1.65,1.65,1.55,1.55,1.55,1.58,1361094,21.48,534, -, -
METALFORGE, BE, 03-Jul-2020,5.6,5.85,5.85,5.35,5.4,5.4,5.68,4264,0.24,14, -, -
METKORE, BZ, 03-Jul-2020,1.2,1.25,1.25,1.15,1.15,1.15,1.2,151884,1.83,137, -, -
METROPOLIS, EQ, 03-Jul-2020,1359,1372.85,1372.85,1348,1358.05,1358.55,1355.57,148817,2017.32,4172,129552,87.05
MFSL, EQ, 03-Jul-2020,545.45,541,562.35,535.6,555,554.95,553.03,931730,5152.78,15964,135691,14.56
MGEL, SM, 03-Jul-2020,57.55,55,57.6,54,57.6,57.6,55.65,8000,4.45,4,6000,75
MGL, EQ, 03-Jul-2020,1047.8,1058.2,1079.75,1049.05,1070.45,1071.25,1068.09,796618,8508.63,26646,222228,27.9
MHHL, SM, 03-Jul-2020,17.3,18.15,18.15,17,18.15,18,17.8,48000,8.54,16,36000,75
MHRIL, EQ, 03-Jul-2020,176.9,178.6,181.45,177,178.8,179,179.73,42714,76.77,1242,25289,59.21
MIDHANI, EQ, 03-Jul-2020,214.15,216,218.45,211.2,212.2,213.2,214.83,2059970,4425.44,26290,546229,26.52
MINDACORP, EQ, 03-Jul-2020,74.05,74.65,74.65,70.5,70.65,70.75,71.59,1709403,1223.81,10019,878277,51.38
MINDAIND, EQ, 03-Jul-2020,269.9,274.9,289,270.55,288,286.1,282.56,557794,1576.09,15502,199035,35.68
MINDTECK, EQ, 03-Jul-2020,26.05,24.75,24.75,24.75,24.75,24.75,24.75,4124,1.02,41,4124,100
MINDTREE, EQ, 03-Jul-2020,937.4,939,964.5,934.8,943,945.15,954.7,1284587,12263.99,35234,229059,17.83
MIRCELECTR, BE, 03-Jul-2020,7.7,7.35,7.85,7.35,7.55,7.4,7.49,361752,27.09,589, -, -
MIRZAINT, EQ, 03-Jul-2020,45.35,45.6,53.45,44.6,52,51.9,49.87,4171434,2080.19,21345,1142911,27.4
MITTAL, EQ, 03-Jul-2020,117.7,111.85,111.85,111.85,111.85,111.85,111.85,809,0.9,19,809,100
MMFL, EQ, 03-Jul-2020,185.05,187.05,194,183.05,188,188.4,187.13,18461,34.55,723,11362,61.55
MMP, EQ, 03-Jul-2020,81.4,82,83.25,73.3,73.8,74.95,76.92,22431,17.25,274,18465,82.32
MMTC, EQ, 03-Jul-2020,17.15,17.8,17.95,17.15,17.25,17.3,17.56,2661605,467.42,4811,987733,37.11
MODIRUBBER, BE, 03-Jul-2020,30.65,30.7,30.85,30.65,30.85,30.85,30.75,245,0.08,3, -, -
MOHOTAIND, BE, 03-Jul-2020,17.4,18.25,18.25,16.55,17,16.95,17.3,19596,3.39,153, -, -
MOIL, EQ, 03-Jul-2020,153.6,151.65,153,148.05,149,149.9,150.05,1938266,2908.37,20767,122335,6.31
MOKSH, SM, 03-Jul-2020,24.1,24.75,24.75,24.75,24.75,24.75,24.75,3000,0.74,1,3000,100
MOLDTECH, EQ, 03-Jul-2020,35.7,36.85,36.85,35.55,36.2,36.2,36.17,11252,4.07,273,7380,65.59
MOLDTKPAC, EQ, 03-Jul-2020,209.75,212.7,212.85,203,204.5,204.7,205.21,26934,55.27,1267,16739,62.15
MONTECARLO, EQ, 03-Jul-2020,162,162.15,162.15,157.5,157.5,157.9,158.84,63779,101.31,1066,48764,76.46
MORARJEE, EQ, 03-Jul-2020,11.9,11.9,12.45,11.55,12.2,12.35,12.12,4609,0.56,50,4071,88.33
MOREPENLAB, EQ, 03-Jul-2020,25.4,25.9,25.9,24.15,24.15,24.15,24.74,2283656,564.88,6493,1499740,65.67
MOTHERSUMI, EQ, 03-Jul-2020,103.65,99.4,100.6,94.2,97.75,98.1,98.06,89956108,88211.71,300648,21819191,24.26
MOTILALOFS, EQ, 03-Jul-2020,599.9,603,609.65,592,601,600.45,600.03,52877,317.28,2312,20180,38.16
MOTOGENFIN, BE, 03-Jul-2020,22.15,22,23.25,21.05,21.6,21.6,22.2,8792,1.95,70, -, -
MPHASIS, EQ, 03-Jul-2020,870.1,876.8,890.75,867,884,886.6,883.5,134569,1188.92,5367,58735,43.65
MPSLTD, EQ, 03-Jul-2020,285.5,290,312,282.3,297.8,295.45,295.56,49308,145.73,1996,32321,65.55
MRF, EQ, 03-Jul-2020,66092.85,66301,66599.95,65815.45,66220,66140.25,66270.44,8136,5391.76,4203,1612,19.81
MRO-TEK, EQ, 03-Jul-2020,23.45,22.55,23.45,22.55,22.65,22.65,22.66,1179,0.27,8,1026,87.02
MRPL, EQ, 03-Jul-2020,37.4,37.65,38.45,36.5,36.75,36.8,37.37,1060630,396.38,3895,490696,46.26
MSPL, BE, 03-Jul-2020,6.95,6.8,7.25,6.65,6.7,6.8,6.75,16394,1.11,61, -, -
MSTCLTD, EQ, 03-Jul-2020,136.9,139,140.75,134.1,134.8,135.5,138.01,200684,276.96,4252,62299,31.04
MTEDUCARE, EQ, 03-Jul-2020,14.05,13.35,14.75,13.35,14.75,14.75,13.93,246058,34.27,654,148953,60.54
MTNL, EQ, 03-Jul-2020,9,9.1,9.15,8.95,9.05,9,9,817305,73.55,17840,442959,54.2
MUKANDENGG, BE, 03-Jul-2020,9.95,9.5,10,9.5,9.5,9.7,9.67,1390,0.13,9, -, -
MUKANDLTD, BE, 03-Jul-2020,21.15,20.85,22,20.5,21,20.7,21,12702,2.67,60, -, -
MUKTAARTS, BE, 03-Jul-2020,21.9,21.9,22.25,21.1,21.5,21.55,21.67,5130,1.11,54, -, -
MUNJALAU, EQ, 03-Jul-2020,52.05,52.45,52.7,50.2,50.95,51,51.02,289395,147.66,2625,121517,41.99
MUNJALSHOW, EQ, 03-Jul-2020,103.5,103.5,106,102.2,104.55,104.6,104.4,24500,25.58,854,11834,48.3
MURUDCERA, EQ, 03-Jul-2020,17.15,17.35,17.35,16.65,17.1,17.05,16.9,60444,10.21,266,32157,53.2
MUTHOOTCAP, EQ, 03-Jul-2020,385.45,397,404.7,390,403,404.4,403.51,51073,206.09,1074,35520,69.55
MUTHOOTFIN, EQ, 03-Jul-2020,1108.95,1123.95,1151.45,1115.3,1143.9,1146.35,1134.25,2537057,28776.56,77360,460716,18.16
N100, EQ, 03-Jul-2020,760.95,764.9,764.95,757.2,763,762.96,761.22,14344,109.19,1326,9865,68.77
NABARD, N2, 03-Jul-2020,1242,1225.01,1248,1225.01,1243.5,1244.29,1245.99,1444,17.99,19,1293,89.54
NACLIND, EQ, 03-Jul-2020,38.6,39,39.45,38.1,38.5,38.5,38.81,82006,31.83,384,67712,82.57
NAGAFERT, BE, 03-Jul-2020,5.5,5.5,5.75,5.3,5.75,5.75,5.52,304325,16.8,492, -, -
NAGREEKEXP, EQ, 03-Jul-2020,14.1,13.35,13.8,13.25,13.8,13.75,13.59,5752,0.78,71,4080,70.93
NAHARCAP, EQ, 03-Jul-2020,65.05,66.9,66.9,64.25,64.5,64.5,64.64,1762,1.14,45,1114,63.22
NAHARINDUS, EQ, 03-Jul-2020,26.7,26.15,28.05,26.15,27.5,26.6,26.92,11053,2.98,161,5906,53.43
NAHARPOLY, EQ, 03-Jul-2020,63.1,65.25,66.25,60.9,61.45,61.65,62.68,33269,20.85,476,20915,62.87
NAHARSPING, EQ, 03-Jul-2020,35.7,35.7,35.85,35.1,35.1,35.15,35.5,7488,2.66,130,5533,73.89
NAM-INDIA, EQ, 03-Jul-2020,317.2,319,319.9,312.05,313.35,313.8,314.95,872868,2749.13,20765,334041,38.27
NARMADA, SM, 03-Jul-2020,16.7,15.9,15.9,15.9,15.9,15.9,15.9,7200,1.14,1,7200,100
NATCOPHARM, EQ, 03-Jul-2020,640.05,646,670,633.2,669,663.1,654.11,369766,2418.66,10028,186033,50.31
NATHBIOGEN, EQ, 03-Jul-2020,318.05,318.05,324.95,314.15,324,322.25,319.47,20804,66.46,682,15170,72.92
NATIONALUM, EQ, 03-Jul-2020,32.7,33.2,33.35,32.25,32.4,32.45,32.77,9428500,3089.98,35305,2808970,29.79
NAUKRI, EQ, 03-Jul-2020,2789.5,2817.35,2828.95,2761.4,2770,2768.9,2791.55,123880,3458.17,10135,31038,25.05
NAVINFLUOR, EQ, 03-Jul-2020,1684.55,1698.5,1698.5,1660.3,1675,1679.2,1675.62,72634,1217.07,6058,24708,34.02
NAVKARCORP, EQ, 03-Jul-2020,26.35,26.35,28.7,26.2,26.5,26.45,27.47,952791,261.77,3695,517184,54.28
NAVNETEDUL, EQ, 03-Jul-2020,79.05,79.9,80.2,78,79.45,79.2,79.79,103223,82.36,822,70165,67.97
NBCC, EQ, 03-Jul-2020,24.75,25,25.2,24.3,24.4,24.4,24.55,8749772,2148.32,44580,3785263,43.26
NBIFIN, EQ, 03-Jul-2020,1570.75,1535.05,1620,1535.05,1610,1610,1599.49,2390,38.23,108,2205,92.26
NBVENTURES, EQ, 03-Jul-2020,53.95,54.4,55.3,52.25,53.1,53.35,53.69,474249,254.63,7473,241337,50.89
NCC, EQ, 03-Jul-2020,30.7,30.95,31.15,30.3,30.6,30.45,30.61,13428603,4110.82,19172,2994150,22.3
NCLIND, EQ, 03-Jul-2020,72.1,72.5,73.25,70.85,71.05,71.1,71.57,117912,84.39,1080,61373,52.05
NDGL, EQ, 03-Jul-2020,496.7,476.85,501,476.85,500.85,489.8,487.71,35,0.17,4,25,71.43
NDL, EQ, 03-Jul-2020,20.65,20.65,21,20.4,20.55,20.55,20.67,18048,3.73,160,10967,60.77
NDTV, BE, 03-Jul-2020,36.85,35.3,37.25,35.3,36.9,36.7,36.35,25925,9.42,168, -, -
NECCLTD, EQ, 03-Jul-2020,13.55,14.2,14.2,13.55,14.2,13.95,13.86,567866,78.7,918,286088,50.38
NECLIFE, EQ, 03-Jul-2020,23.9,24.45,24.45,22.55,23.05,22.95,23.04,900045,207.37,3111,562527,62.5
NELCAST, EQ, 03-Jul-2020,55.4,54.65,54.65,51.2,51.85,51.85,52.74,687997,362.86,6029,282933,41.12
NELCO, EQ, 03-Jul-2020,195.95,199.9,211.6,197.6,207,208.4,206.61,437790,904.52,9466,135046,30.85
NEOGEN, EQ, 03-Jul-2020,525.55,533.95,537,504,526,525.25,527.9,132396,698.92,3834,29678,22.42
NESCO, EQ, 03-Jul-2020,435.4,437.6,438.45,428.5,433.95,432.8,433.17,26973,116.84,1533,16027,59.42
NESTLEIND, EQ, 03-Jul-2020,16789.35,16813.8,16990,16650,16694,16695.6,16730.52,181658,30392.32,35000,117004,64.41
NETF, EQ, 03-Jul-2020,105.5,108,108,102.72,104.99,104.99,103.32,133,0.14,5,132,99.25
NETFCONSUM, EQ, 03-Jul-2020,51.8,51.86,52,50.66,51.49,50.9,51.28,1954,1,69,1619,82.86
NETFDIVOPP, EQ, 03-Jul-2020,26.99,27,27.28,26.3,26.39,26.39,27.13,932,0.25,18,928,99.57
NETFIT, EQ, 03-Jul-2020,15.26,15.41,15.41,15.28,15.39,15.38,15.31,13559,2.08,18,13558,99.99
NETFLTGILT, EQ, 03-Jul-2020,21.81,21.75,21.86,21.75,21.83,21.83,21.82,12998,2.84,92,11757,90.45
NETFMID150, EQ, 03-Jul-2020,57.11,57.03,57.8,57.03,57.42,57.42,57.45,3807880,2187.64,673,3674037,96.49
NETFNIF100, EQ, 03-Jul-2020,113.23,114.2,115.95,113,113.75,113.7,115.66,299,0.35,18,297,99.33
NETFNV20, EQ, 03-Jul-2020,54.3,53.51,54.8,53.51,54,54.27,54.54,29394,16.03,46,16235,55.23
NETWORK18, EQ, 03-Jul-2020,41.55,41.95,42.5,40.25,41.25,40.95,40.81,1876180,765.76,6031,1009587,53.81
NEULANDLAB, EQ, 03-Jul-2020,544,554,554.7,527,531,531.35,535.76,62731,336.09,3793,38205,60.9
NEWGEN, EQ, 03-Jul-2020,147.7,148.15,151.8,147,148,148,148.16,25674,38.04,1092,16879,65.74
